Date,OPEN,HIGH,LOW,CLOSE,VOLUME
2023-05-06,107.93,108.20,104.48,107.96,41847
2023-05-07,112.00,112.86,110.68,112.17,71019
2023-05-08,109.34,111.64,107.17,108.88,73369
2023-05-09,110.48,115.70,109.26,114.09,6969
2023-05-10,119.23,120.19,117.43,118.45,89719
2023-05-11,116.67,119.30,116.26,117.15,51526
2023-05-12,117.20,118.70,117.08,117.45,86510
2023-05-13,117.76,117.77,112.35,115.52,69339
2023-05-14,116.03,118.53,115.14,115.97,83753
2023-05-15,113.96,117.32,113.24,113.86,84804
2023-05-16,115.67,116.44,113.36,115.62,66254
2023-05-17,116.34,119.78,115.08,115.67,38036
2023-05-18,115.94,117.03,114.52,116.51,26776
2023-05-19,114.29,115.31,113.53,113.82,38903
2023-05-20,113.90,115.39,110.20,114.07,61197
2023-05-21,112.12,113.38,111.72,111.84,5522
2023-05-22,109.50,110.17,106.04,109.97,70942
2023-05-23,106.98,108.53,106.70,106.79,75597
2023-05-24,106.46,107.01,103.32,105.25,78045
2023-05-25,107.56,109.51,107.11,107.53,54021
2023-05-26,105.26,108.15,102.10,103.55,15726
2023-05-27,102.08,102.75,97.82,101.75,18384
2023-05-28,101.70,101.83,100.97,101.60,12069
2023-05-29,102.88,103.90,101.86,103.20,43604
2023-05-30,104.00,105.84,102.90,105.75,28400
2023-06-01,103.96,107.26,102.40,105.51,28912
2023-06-02,104.77,106.97,101.65,105.69,90684
2023-06-03,107.33,110.05,106.02,106.40,60907
2023-06-04,112.34,113.76,107.23,108.11,3908
2023-06-05,105.99,106.44,105.55,106.02,6089
2023-06-06,106.53,106.75,106.02,106.08,42591
2023-06-07,108.58,111.97,107.34,107.67,75485
2023-06-08,105.49,106.51,103.42,104.05,79715
2023-06-09,105.84,106.98,104.11,105.43,75672
2023-06-10,107.22,112.21,106.96,111.27,42230
2023-06-11,113.80,114.13,110.87,112.74,83359
2023-06-12,113.62,116.22,112.84,115.39,59671
2023-06-13,119.91,121.41,118.47,118.62,59911
2023-06-14,117.80,120.05,115.95,116.60,32485
2023-06-15,117.77,119.65,117.13,119.65,92437
2023-06-16,118.21,120.76,116.29,117.20,46897
2023-06-17,113.59,116.73,113.24,116.35,7307
2023-06-18,118.71,119.61,118.06,118.25,14933
2023-06-19,123.66,125.87,123.01,125.86,86694
2023-06-20,128.81,129.84,128.43,128.50,37261
2023-06-21,127.41,128.02,125.96,127.76,95371
2023-06-22,127.94,128.39,125.75,125.94,25992
2023-06-23,125.98,126.93,121.59,121.61,78807
2023-06-24,125.52,128.98,124.55,128.64,52462
2023-06-25,127.89,130.08,126.67,128.70,49991
2023-06-26,129.92,130.66,128.72,129.07,22638
2023-06-27,128.93,130.79,128.77,129.10,21659
2023-06-28,131.14,133.51,130.68,131.79,3236
2023-06-29,133.06,134.54,131.51,134.28,24223
2023-06-30,132.71,136.10,131.06,135.19,78191
2023-07-01,134.84,137.75,131.63,133.83,76675
2023-07-02,132.48,134.21,130.29,132.46,90363
2023-07-03,130.21,131.90,127.70,130.13,36090
2023-07-04,128.45,128.46,128.34,128.40,87837
2023-07-05,126.00,128.86,123.27,127.11,22632
2023-07-06,126.50,129.90,124.98,125.47,73671
2023-07-07,124.96,126.03,124.14,125.14,72470
2023-07-08,128.42,128.90,127.83,128.64,59571
2023-07-09,131.25,133.44,128.67,130.12,30415
2023-07-10,130.75,131.19,127.76,131.16,24622
2023-07-11,132.13,132.31,129.82,131.25,67852
2023-07-12,132.17,133.85,130.53,133.44,40258
2023-07-13,134.66,135.42,132.53,134.69,46699
2023-07-14,135.75,138.09,134.74,136.84,51659
2023-07-15,135.96,138.98,132.78,133.00,61812
2023-07-16,134.32,135.01,133.44,134.62,2757
2023-07-17,131.09,133.48,129.23,132.77,87165
2023-07-18,133.27,137.42,131.42,136.97,30630
2023-07-19,137.79,141.08,135.04,140.32,53368
2023-07-20,138.35,142.23,136.90,141.33,28968
2023-07-21,144.80,147.61,144.11,147.54,83611
2023-07-22,150.61,151.45,148.11,150.60,97113
2023-07-23,154.02,154.30,153.19,154.19,82375
2023-07-24,156.37,157.06,154.50,157.02,83546
2023-07-25,153.45,155.51,152.08,154.37,75646
2023-07-26,155.46,157.21,154.56,155.88,39967
2023-07-27,156.12,156.25,154.20,154.54,55690
2023-07-28,159.15,161.45,157.75,160.82,1827
2023-07-29,161.81,162.52,161.71,162.43,59259
2023-07-30,161.12,162.12,160.78,160.88,32570
2023-08-01,162.22,165.44,161.77,164.16,44612
2023-08-02,161.32,165.62,160.19,161.54,55064
2023-08-03,162.98,164.11,162.92,163.67,7702
2023-08-04,162.65,163.14,161.77,162.09,29265
2023-08-05,163.55,166.94,161.77,165.39,91195
2023-08-06,164.88,167.21,164.24,165.18,15985
2023-08-07,164.80,165.16,162.46,163.35,90699
2023-08-08,162.76,165.90,162.52,163.30,80529
2023-08-09,162.06,166.30,160.64,161.06,49576
2023-08-10,160.81,163.90,160.00,162.47,2568
2023-08-11,161.59,164.30,157.44,158.97,73362
2023-08-12,157.36,157.58,153.72,156.23,98858
2023-08-13,158.96,161.12,158.05,159.62,86800
2023-08-14,156.74,158.94,155.60,158.84,42434
2023-08-15,157.53,159.30,155.53,156.59,44744
2023-08-16,154.79,156.34,152.01,154.37,10383
2023-08-17,153.11,153.84,153.00,153.60,39548
2023-08-18,151.62,154.14,148.88,149.48,53753
2023-08-19,150.02,150.38,149.46,149.90,96672
2023-08-20,151.03,153.37,149.01,151.59,59719
2023-08-21,150.75,151.26,150.06,151.19,70434
2023-08-22,150.78,154.82,150.66,152.54,44711
2023-08-23,152.98,153.10,152.67,152.81,6452
2023-08-24,152.48,154.10,147.70,153.13,39719
2023-08-25,155.66,158.49,153.03,155.40,73654
2023-08-26,154.14,158.05,151.98,152.00,77031
2023-08-27,150.04,152.95,148.38,149.95,35483
2023-08-28,148.68,150.67,148.18,149.67,50431
2023-08-29,149.95,154.45,148.13,153.40,61468
2023-08-30,150.14,153.48,149.11,150.13,73141
2023-09-01,149.45,150.37,149.14,149.97,60191
2023-09-02,154.58,155.64,153.98,154.78,80669
2023-09-03,154.04,155.73,153.82,154.74,24696
2023-09-04,151.68,153.44,149.02,150.37,13236
2023-09-05,154.11,156.84,150.76,155.09,66972
2023-09-06,153.42,157.13,153.41,154.09,8570
2023-09-07,155.06,156.89,150.19,154.36,29882
2023-09-08,155.08,157.81,153.09,153.29,99434
2023-09-09,152.60,153.22,150.82,151.82,56082
2023-09-10,150.83,153.16,150.00,152.20,94782
2023-09-11,157.43,159.52,155.70,158.27,33908
2023-09-12,155.11,157.15,154.25,156.10,19139
2023-09-13,156.95,160.02,156.48,157.71,19625
2023-09-14,158.19,162.49,157.38,158.32,85461
2023-09-15,162.52,164.43,161.17,163.16,4642
2023-09-16,163.20,163.20,160.70,162.27,66246
2023-09-17,166.11,167.26,166.08,166.95,37460
2023-09-18,168.38,170.61,166.82,168.07,58528
2023-09-19,164.16,165.88,161.45,164.73,40862
2023-09-20,165.18,165.66,164.95,165.10,77470
2023-09-21,163.15,167.31,162.68,166.95,52695
2023-09-22,168.74,170.12,166.87,169.09,59276
2023-09-23,168.03,168.28,166.76,167.75,59814
2023-09-24,164.90,165.49,164.88,165.04,55247
2023-09-25,161.45,161.95,160.10,161.08,17119
2023-09-26,160.86,161.84,157.54,157.92,96148
2023-09-27,159.65,160.19,159.39,159.60,76187
2023-09-28,160.03,164.16,159.03,163.53,8315
2023-09-29,165.19,165.57,164.58,165.26,33621
2023-09-30,165.77,168.77,165.44,165.75,7986
2023-10-01,166.90,167.11,166.61,166.67,62676
2023-10-02,167.21,168.39,166.81,167.38,31570
2023-10-03,167.41,170.62,167.40,169.26,58210
2023-10-04,170.00,171.58,169.58,170.77,85270
2023-10-05,171.37,172.96,170.29,172.07,70985
2023-10-06,170.31,171.53,169.77,170.28,10256
2023-10-07,168.36,172.46,166.83,171.20,55676
2023-10-08,172.15,173.69,171.37,172.04,51303
2023-10-09,174.44,175.08,173.57,174.07,1015
2023-10-10,174.32,176.29,172.72,173.40,98457
2023-10-11,176.18,178.83,172.44,178.73,28284
2023-10-12,178.05,182.20,177.87,177.88,16727
2023-10-13,175.38,178.03,174.62,177.44,31682
2023-10-14,178.46,180.16,176.41,177.65,23977
2023-10-15,179.04,181.16,176.25,177.17,26531
2023-10-16,175.96,177.18,173.65,175.19,12320
2023-10-17,174.57,174.66,174.27,174.64,99881
2023-10-18,173.66,174.94,171.47,174.66,75829
2023-10-19,175.03,176.26,174.15,175.77,30832
2023-10-20,178.00,183.28,174.81,180.73,2531
2023-10-21,177.00,178.21,173.73,174.27,1890
2023-10-22,173.28,175.15,173.27,174.56,84582
2023-10-23,175.81,177.42,172.87,174.62,50436
2023-10-24,178.45,179.29,176.02,178.55,17588
2023-10-25,180.33,182.85,178.22,182.59,53447
2023-10-26,180.17,181.37,179.71,181.23,81447
2023-10-27,184.66,185.03,184.35,184.93,97112
2023-10-28,187.62,190.83,185.86,186.87,41334
2023-10-29,185.30,187.16,179.76,185.63,61597
2023-10-30,185.69,186.94,181.86,184.65,98877
2023-11-01,180.27,183.63,178.02,179.69,25494
2023-11-02,177.36,177.73,176.36,177.60,68652
2023-11-03,181.46,183.95,176.63,183.29,4465
2023-11-04,186.04,187.90,185.84,187.64,18367
2023-11-05,188.97,189.51,188.01,188.75,40636
2023-11-06,187.61,189.86,186.87,188.59,89399
2023-11-07,187.93,190.62,187.27,187.81,17333
2023-11-08,189.74,191.81,189.10,189.84,23347
2023-11-09,189.75,190.92,187.94,190.52,79049
2023-11-10,189.54,193.36,189.40,191.35,40314
2023-11-11,187.78,188.45,186.54,187.43,49637
2023-11-12,184.95,187.47,181.86,186.63,85542
2023-11-13,185.86,187.74,185.49,186.61,75880
2023-11-14,183.75,187.06,183.34,184.42,84948
2023-11-15,183.97,184.20,182.90,183.13,39014
2023-11-16,179.68,179.74,177.57,179.06,45899
2023-11-17,180.03,180.52,179.27,180.18,29802
2023-11-18,182.04,185.79,181.27,181.90,42365
2023-11-19,181.06,181.99,180.73,181.49,55628
2023-11-20,182.34,185.06,182.12,183.57,67487
2023-11-21,184.94,185.91,182.30,185.32,16344
2023-11-22,191.47,192.14,191.15,191.87,49286
2023-11-23,193.71,195.80,193.65,194.03,67876
2023-11-24,194.30,194.47,191.31,192.01,96470
2023-11-25,192.89,194.69,190.94,192.81,23860
2023-11-26,195.94,197.53,193.69,194.16,44709
2023-11-27,195.49,198.34,191.20,192.19,56101
2023-11-28,192.32,193.47,189.64,191.02,69520
2023-11-29,192.79,193.83,189.91,191.18,2008
2023-11-30,190.84,193.99,190.09,193.73,60277
2023-12-01,188.18,188.52,186.88,188.37,48591
2023-12-02,191.27,192.12,190.99,191.69,41516
2023-12-03,193.01,194.50,191.29,193.98,25075
2023-12-04,192.57,195.25,191.90,194.64,95812
2023-12-05,194.52,194.55,193.91,194.23,17828
2023-12-06,195.58,196.34,190.12,192.20,57560
2023-12-07,190.56,193.92,188.50,190.64,61770
2023-12-08,192.31,192.73,190.70,192.03,49828
2023-12-09,191.65,192.69,190.39,191.79,65480
2023-12-10,192.77,194.15,190.23,191.25,60493
2023-12-11,189.51,191.93,184.77,185.86,26640
2023-12-12,184.13,184.74,183.59,183.68,23416
2023-12-13,183.19,183.69,182.76,182.86,38306
2023-12-14,185.50,186.58,185.18,186.09,48342
2023-12-15,185.58,186.21,184.77,185.29,83767
2023-12-16,184.13,185.90,179.96,181.67,44240
2023-12-17,182.37,182.98,179.12,180.40,30933
2023-12-18,179.55,181.19,179.31,179.48,91816
2023-12-19,180.06,181.81,178.80,180.09,37651
2023-12-20,178.72,179.86,178.52,179.77,50023
2023-12-21,180.65,180.72,179.34,180.15,23306
2023-12-22,179.63,180.53,178.70,179.19,71864
2023-12-23,178.90,182.05,176.40,180.12,50972
2023-12-24,181.27,181.33,179.35,180.86,66903
2023-12-25,180.32,181.78,178.84,180.27,89685
2023-12-26,180.81,180.86,179.84,180.00,38635
2023-12-27,179.57,180.22,176.67,179.80,22552
2023-12-28,180.26,180.34,178.96,179.82,25601
2023-12-29,181.28,185.20,179.34,182.38,37572
2023-12-30,181.15,181.73,178.91,179.50,60999
2024-01-01,177.83,179.21,177.60,178.50,33137
2024-01-02,178.50,178.71,176.18,177.26,71180
2024-01-03,177.99,178.12,177.55,178.02,74934
2024-01-04,178.92,180.83,177.42,178.76,99204
2024-01-05,177.65,179.29,175.69,176.57,6659
