Date ,OPEN ,HIGH ,LOW ,close ,VOLUME 
09-Jul-2024,3115.95,3158,3100.5,3110.75,922403
08-Jul-2024,3147.9,3158.2,3075,3113.6,1155112
05-Jul-2024,3143.9,3158.55,3123.95,3147.9,663988
04-Jul-2024,3192,3194.45,3138.05,3144.25,1055391
03-Jul-2024,3158,3194.55,3147.75,3190.95,1152522
02-Jul-2024,3179.85,3207.8,3131.05,3153.2,1490844
01-Jul-2024,3179.95,3193.15,3157.55,3183.8,832170
28-Jun-2024,3190,3211.95,3157,3177.15,960905
27-Jun-2024,3177,3202.25,3150,3175.15,5114980
26-Jun-2024,3169.05,3187.7,3163.9,3170.5,2142889
25-Jun-2024,3204.75,3208.45,3156.35,3171.1,1694962
24-Jun-2024,3185.75,3214.8,3135,3194.6,3261647
21-Jun-2024,3265.05,3277.1,3176.4,3189.3,4697655
20-Jun-2024,3263.9,3315,3240,3259.45,1366545
19-Jun-2024,3314,3314,3226.3,3261.9,1419264
18-Jun-2024,3310,3345,3287.2,3309.05,1755612
14-Jun-2024,3225,3275,3221.1,3261.75,4224855
13-Jun-2024,3230,3254,3207.25,3224.8,3202978
12-Jun-2024,3224.9,3245,3208,3219.05,3022477
11-Jun-2024,3224,3265,3195.05,3221.25,4173692
10-Jun-2024,3267,3284.4,3205.5,3220.1,4935698
07-Jun-2024,3170.4,3233.75,3151.6,3219.55,4740455
06-Jun-2024,3184,3222.4,3137.15,3185.65,5873271
05-Jun-2024,3030,3150,2750,3115.35,8778345
