Date ,OPEN ,HIGH ,LOW ,close ,VOLUME 
29-Jul-2024,3094.3,3120.35,3074,3089.35,"10,37,474"
26-Jul-2024,2995,3109,2988.1,3080.5,"19,42,427"
25-Jul-2024,2960.7,3017.65,2945.1,2973.5,"11,05,721"
24-Jul-2024,2995.35,3007.5,2959.3,2970.7,"6,93,702"
23-Jul-2024,3020,3038,2886.35,2995.35,"14,43,331"
22-Jul-2024,3005.7,3026.9,2972.15,3000.85,"6,62,085"
19-Jul-2024,3092,3094.5,3000,3005.7,"10,26,941"
18-Jul-2024,3106,3111,3057.15,3092.2,"10,21,653"
16-Jul-2024,3110,3137.75,3096.1,3109.3,"9,88,357"
15-Jul-2024,3066.1,3103.5,3058.35,3090.4,"7,24,174"
12-Jul-2024,3090,3098.8,3058.35,3065.45,"7,56,036"
11-Jul-2024,3118.7,3129.8,3074.1,3078.3,"8,99,781"
10-Jul-2024,3120.1,3127.25,3063.4,3096,"5,86,710"
09-Jul-2024,3115.95,3158,3100.5,3110.75,"9,22,403"
08-Jul-2024,3147.9,3158.2,3075,3113.6,"11,55,112"
05-Jul-2024,3143.9,3158.55,3123.95,3147.9,"6,63,988"
04-Jul-2024,3192,3194.45,3138.05,3144.25,"10,55,391"
03-Jul-2024,3158,3194.55,3147.75,3190.95,"11,52,522"
02-Jul-2024,3179.85,3207.8,3131.05,3153.2,"14,90,844"
01-Jul-2024,3179.95,3193.15,3157.55,3183.8,"8,32,170"
28-Jun-2024,3190,3211.95,3157,3177.15,"9,60,905"
27-Jun-2024,3177,3202.25,3150,3175.15,"51,14,980"
26-Jun-2024,3169.05,3187.7,3163.9,3170.5,"21,42,889"
25-Jun-2024,3204.75,3208.45,3156.35,3171.1,"16,94,962"
24-Jun-2024,3185.75,3214.8,3135,3194.6,"32,61,647"
21-Jun-2024,3265.05,3277.1,3176.4,3189.3,"46,97,655"
20-Jun-2024,3263.9,3315,3240,3259.45,"13,66,545"
19-Jun-2024,3314,3314,3226.3,3261.9,"14,19,264"
18-Jun-2024,3310,3345,3287.2,3309.05,"17,55,612"
14-Jun-2024,3225,3275,3221.1,3261.75,"42,24,855"
13-Jun-2024,3230,3254,3207.25,3224.8,"32,02,978"
12-Jun-2024,3224.9,3245,3208,3219.05,"30,22,477"
11-Jun-2024,3224,3265,3195.05,3221.25,"41,73,692"
10-Jun-2024,3267,3284.4,3205.5,3220.1,"49,35,698"
07-Jun-2024,3170.4,3233.75,3151.6,3219.55,"47,40,455"
06-Jun-2024,3184,3222.4,3137.15,3185.65,"58,73,271"
05-Jun-2024,3030,3150,2750,3115.35,"87,78,345"
04-Jun-2024,3520,3520,2733.95,2941.25,"2,03,06,909"
03-Jun-2024,3725,3743.9,3586.05,3645.25,"85,11,359"
31-May-2024,3225.25,3434.45,3225.25,3411.35,"63,84,589"
30-May-2024,3254,3274.3,3174.5,3194.25,"19,90,208"
29-May-2024,3250,3322.9,3212,3258.8,"19,10,729"
28-May-2024,3309.65,3329.5,3229.05,3244.05,"16,21,168"
27-May-2024,3358,3358,3267.05,3289.05,"25,82,485"
24-May-2024,3406,3457.85,3355.6,3384.95,"34,73,668"
23-May-2024,3156.7,3406,3135.55,3387.3,"69,79,082"
22-May-2024,3129.95,3145,3073.5,3140.95,"33,71,077"
21-May-2024,3067.9,3175,3034.5,3117.5,"30,91,659"
18-May-2024,3074,3074,3055,3059.75,74336
17-May-2024,3041.05,3091,3015.5,3060.5,"8,25,436"
16-May-2024,3065,3076.95,2974.95,3041.65,"18,35,312"
15-May-2024,3046.75,3118.85,3037.6,3049.75,"16,88,836"
14-May-2024,2894.95,3046,2874.55,3037.55,"57,25,807"
13-May-2024,2803,2890,2790.5,2879.6,"37,84,373"
10-May-2024,2794.95,2809,2760.45,2797.25,"23,54,794"
09-May-2024,2864.8,2883.65,2756,2766.65,"14,85,510"
08-May-2024,2850,2890.9,2820,2860.55,"9,51,411"
07-May-2024,2889.95,2905.35,2822,2835.95,"12,62,311"
06-May-2024,2993.25,3000.2,2850,2874.65,"23,77,944"
03-May-2024,3030,3045,2975.1,2993.25,"14,72,168"
02-May-2024,3071.95,3119.85,3015.05,3039.6,"22,19,085"
30-Apr-2024,3094,3108.45,3045,3054.7,"8,04,552"
29-Apr-2024,3110,3110.5,3051.5,3081.2,"6,48,544"
26-Apr-2024,3119.9,3129.9,3066.05,3080.4,"6,62,764"
25-Apr-2024,3050,3120.9,3025.65,3115.25,"15,15,529"
24-Apr-2024,3071.95,3087.85,3040,3043.55,"6,05,917"
23-Apr-2024,3059,3091,3043.1,3065.1,"16,54,272"
22-Apr-2024,3053,3077.5,3025,3063.35,"9,93,929"
19-Apr-2024,3000,3057.05,2962.5,3026.95,"17,27,317"
18-Apr-2024,3125.15,3145,3008.3,3019.3,"17,03,646"
16-Apr-2024,3101,3149.2,3100,3106.4,"11,34,184"
15-Apr-2024,3150,3180.3,3103.2,3147.45,"10,35,378"
12-Apr-2024,3210,3247.5,3205.3,3209.9,"7,05,173"
10-Apr-2024,3200,3254.6,3192.5,3242,"14,41,138"
09-Apr-2024,3240.7,3251,3185,3198.45,"8,33,679"
08-Apr-2024,3240.95,3243.5,3197.2,3224.55,"5,77,440"
05-Apr-2024,3211.1,3234,3178.95,3224.8,"7,55,607"
04-Apr-2024,3250,3273,3201.7,3210.8,"14,03,826"
03-Apr-2024,3250,3260.15,3222,3233.45,"11,53,109"
02-Apr-2024,3258.95,3285,3240,3268.75,"8,68,829"
01-Apr-2024,3230.2,3291.8,3207.85,3252.1,"12,92,646"
28-Mar-2024,3134,3237,3096.75,3197.1,"23,27,053"
27-Mar-2024,3115,3138.45,3106.25,3122.1,"9,00,231"
26-Mar-2024,3100.5,3171.95,3089.1,3109.95,"9,37,103"
22-Mar-2024,3066.55,3128.95,3048.05,3107.7,"9,51,557"
21-Mar-2024,3089.55,3107.1,3059.6,3066.5,"11,75,751"
20-Mar-2024,3075,3083.2,3021.1,3051.45,"9,66,481"
19-Mar-2024,3126,3164.8,3041.85,3052.7,"14,60,452"
18-Mar-2024,3050.1,3124,2976.05,3111.75,"30,42,515"
15-Mar-2024,3111,3143.4,3061.25,3132.2,"21,99,094"
14-Mar-2024,2927.45,3101.2,2880,3087.45,"37,59,100"
13-Mar-2024,3125,3138.05,2850.15,2906.2,"34,07,040"
12-Mar-2024,3207.35,3222.7,3111,3122.5,"11,99,487"
11-Mar-2024,3241.2,3259,3200,3207.35,"7,38,851"
07-Mar-2024,3240,3262,3220,3226.55,"8,56,328"
06-Mar-2024,3323,3323,3183.15,3233.95,"19,35,203"
05-Mar-2024,3325.3,3334,3295.05,3310.2,"11,90,416"
04-Mar-2024,3335,3350,3310.05,3317.15,"10,61,244"
02-Mar-2024,3332,3348.7,3321.5,3333.25,"1,19,511"
01-Mar-2024,3309.85,3346,3281.8,3318.75,"11,61,067"
29-Feb-2024,3220.05,3304.75,3205.35,3285.4,"13,52,988"
28-Feb-2024,3309.2,3318.8,3207.5,3219,"13,58,879"
27-Feb-2024,3339,3340,3273,3302.3,"11,25,570"
26-Feb-2024,3272,3344,3263,3327.75,"16,95,378"
23-Feb-2024,3263.05,3319.95,3225.1,3273.3,"19,75,035"
22-Feb-2024,3239,3274,3210.5,3263.05,"11,38,722"
21-Feb-2024,3238,3300,3205,3223.2,"16,57,021"
20-Feb-2024,3267,3269.8,3210.15,3228.6,"14,67,630"
19-Feb-2024,3240,3308.6,3235.8,3258.8,"17,79,444"
16-Feb-2024,3214,3252.3,3192.65,3223.6,"21,93,673"
15-Feb-2024,3219.85,3252.75,3184.05,3193.8,"20,35,204"
14-Feb-2024,3184,3255.25,3169.85,3207.2,"17,41,264"
13-Feb-2024,3180,3194,3092.05,3178.45,"12,25,207"
12-Feb-2024,3229,3241.95,3160,3169.75,"10,83,138"
09-Feb-2024,3184.45,3224.95,3121.2,3215.2,"15,72,789"
08-Feb-2024,3245.6,3245.6,3146.1,3168.6,"16,79,004"
07-Feb-2024,3220.05,3277.95,3210,3229.85,"20,95,911"
06-Feb-2024,3183.9,3228.2,3160,3203.75,"20,78,891"
05-Feb-2024,3170,3229.4,3151.45,3173.45,"21,91,195"
02-Feb-2024,3184.95,3208.5,3140,3157.45,"27,08,695"
01-Feb-2024,3156.9,3236.95,3083.05,3153.5,"46,86,595"
31-Jan-2024,3092.75,3151.7,3072.4,3142,"26,71,051"
30-Jan-2024,3081,3129.9,3020.9,3091.1,"31,15,506"
29-Jan-2024,2929,3092.7,2923.05,3064.65,"44,02,976"
25-Jan-2024,2903.45,2926.35,2804.4,2893.6,"26,01,969"
24-Jan-2024,2901,2929.1,2871.25,2903.45,"58,07,940"
23-Jan-2024,3014.95,3014.95,2885.5,2896.55,"18,27,002"
20-Jan-2024,2930,3015.85,2890.5,2987.9,"18,78,793"
19-Jan-2024,2945.35,2949.45,2903.05,2915.65,"20,14,096"
18-Jan-2024,2975.55,2985,2885.1,2918.9,"25,52,342"
17-Jan-2024,3033,3045,2946.3,2971.05,"28,97,218"
16-Jan-2024,3095,3104.5,3035,3056.5,"25,15,564"
15-Jan-2024,3127,3130,3067.45,3089.5,"14,07,007"
12-Jan-2024,3096.35,3125,3068.2,3104.1,"17,95,933"
11-Jan-2024,3120,3129,3065,3080.9,"20,08,103"
10-Jan-2024,3024,3112,3020.05,3098.2,"35,90,297"
09-Jan-2024,2990.7,3068.8,2980,3014.6,"28,85,706"
08-Jan-2024,3020,3027,2952.95,2963.5,"18,49,061"
05-Jan-2024,3009.95,3066.9,2981.1,3006.6,"32,19,949"
04-Jan-2024,3039.4,3044.45,2990,2998.3,"29,75,620"
03-Jan-2024,3047,3199,2955.6,3003,"1,97,25,411"
02-Jan-2024,2922,2948.2,2841,2932.4,"26,71,368"
01-Jan-2024,2852.3,2947,2842.05,2917.2,"28,98,619"
29-Dec-2023,2823.9,2863.3,2802.85,2848.95,"15,07,086"
28-Dec-2023,2855,2867.35,2800.1,2809.9,"41,02,912"
27-Dec-2023,2880.7,2894.8,2833.6,2843.35,"16,98,325"
26-Dec-2023,2817,2893.75,2800.1,2865.45,"20,48,484"
22-Dec-2023,2815.95,2847.6,2791.4,2808.35,"15,13,956"
21-Dec-2023,2750,2821.95,2725,2799.75,"26,78,577"
20-Dec-2023,2946,2968,2766.2,2783.85,"34,17,739"
19-Dec-2023,2988.8,2994.35,2915,2941.25,"17,41,493"
18-Dec-2023,2993.95,3027.75,2961.1,2980.6,"23,15,922"
15-Dec-2023,2912.05,3000,2893.9,2991.8,"49,21,484"
14-Dec-2023,2900.95,2932.95,2887,2894.05,"32,24,681"
13-Dec-2023,2860,2899.1,2805,2875.05,"28,05,832"
12-Dec-2023,2869.1,2895.95,2840.55,2857.65,"20,17,772"
11-Dec-2023,2837.05,2919.9,2811.05,2855.8,"50,64,123"
08-Dec-2023,2902.7,2927,2760,2822.15,"69,59,428"
07-Dec-2023,2900,2945.9,2853.05,2887.15,"63,25,887"
06-Dec-2023,3080,3154.55,2844.85,2883.95,"1,93,55,777"
05-Dec-2023,2531.2,2999.9,2531.2,2959.35,"2,28,79,079"
